Comment,Category,Keyword
Mentiroso paguei 3 canecas veio só uma e rachada quebrada.. Já foi descontado o valor das 3 canecas xô meu cartão... E só me mandaram uma e rachada quebrada.. cade as outras????? Falta de respeito,Outros,análise inconclusiva
Apenas foi entregue 1 mercadoria,Logística,status entrega
Meu produto ainda não foi entregue estou muito insatisfeito com a loja.,Logística,status entrega
Produto diferente do anunciado,Qualidade,divergência
"Minha opinião, como consumidora esperando o produto, para uso de trabalho, a resposta foi nenhuma dos correios quando entrei com o protocolo dos senhores não havia entreg, depois área de risco simples",Pedido Errado,cor
Não gostei tecido ruim péssimo,Qualidade,qualidade
Comprei mas nao veio entrega ainda queria dabe onde esta o produto,Logística,entrega
Bom dia!!! Ainda não recebi a minha encomenda!,Logística,recebimento
Nao recebi... e nem recebi justificatica porqie tá demorando,Logística,atraso
Só foi entregue um dos produtos,Logística,status entrega
"preciso receber já está pago, houve erro de numeração no imóvel, já corrigido, por favor, me ajudem...",Pedido Errado,tamanho
"Muita demora para avisar que não tinha o produto, venderam o que não tinham, demora para devolver o dinheiro, absurdo.",Atendimento,financeiro
"O fone nao recarrega, nao segura carga..",Outros,análise inconclusiva
Comprei um controle duosat trent e veio um paralelo,Pedido Errado,quantidade
Boa noite! Já solicitei a troca do produto por propaganda enganosa pois a foto do site e da embalagem não correspondem com o produto que estava dentro da embalagem! Cortina horrível!,Pedido Errado,cor
Não recomendo pois recebi um produto diferente do solicitado,Qualidade,divergência
"Me mandaram os potes vermelho, comprei preto....",Pedido Errado,cor
Nao recebi o lustre de bola o quadro foi entregue.,Logística,status entrega
Não recebi produto ...  Status está como recebimento dia 27/Outubro Aguardo retorno,Logística,recebimento
Não recomendo. O produto foi postado muito depois de comprovado o pagamento.,Outros,análise inconclusiva
"Ainda estou aguardando a entrega do meu produto, mais de trinta dias de espera e nada de chegar.",Logística,entrega
"Recebi um modelo de relógio diferente do que comprei. O modelo Casio que comprei é o A680, porém, para minha surpresa recebi o A168. Fora isso tenho lá minhas dúvidas sobre a originalidade do produto.",Pedido Errado,modelo
"Por duas vezes adquiri produtos com vocês,sendo cobrada taxa de entrega contudo das duas vezes realizadas nao foi entregue conforme acordado bem como não houve a restituição dos valores",Pedido Errado,cor
Não gostei trabalho deles  Ainda precisa.melhorar nas entregas  E nas datas  Cancele meu produto,Logística,entrega
Comprei dois produtos e recebi apenas um,Pedido Errado,quantidade
Boa noite! Estou muito indignada pois comprei 2 cadeiras secretaria e só recebi até hj apenas uma! Sendo que na nota consta 2 unidades! Solicito providências urgentes !!!,Pedido Errado,quantidade
Depois de pago e depois de 7. Entrega para 9 Dias aparece produto indisponível. Sacanagem. Só depois de 17 dias a América vê o problema depois que eu mandei 2. Email é o pedido das 12 canecas.,Atendimento,SAC
"Prateleiras com cantos vivo, colunas nao encaixam, faltam arroelas para nao danificar a pintura, prateleiras chegaram todas amassadas.",Outros,análise inconclusiva
"Tive que cancelar o pedido, pois a empresa entrou em contato e disse que não tinha como efetuar o envio do produto... Uma situação um tanto chata, você paga, espera e depois de dias tem que cancelar.",Atendimento,contato
Usei dois dias e tá dando curto,Outros,análise inconclusiva
Atrasos acontecem nenhuma empresa está livre de passar por algum problema de logística. Mas o fato de não comunicarem seu cliente final é vergonhoso. Até o Mercado Livre tem controle sobre atrasos!,Logística,atraso
Comprei Três pneus para bros; um aro 17 e 2 aro 19 mas até agora só chegaram um aro 17 e um aro 19. Já enviei um e-mail para a loja e estou esperando uma resposta sobre o ocorrido.,Pedido Errado,cor
"Devolvi as toalhas, porque não foi o que esperava em relação a qualidade do produto a entrega e assistência da baratheon estão de parabéns portanto comprei outros jogos de toalhas",Pedido Errado,produto diferente
Recebi o produto dia 15.12.17 e encaminhei um e-mail ao stark sobre ter recebido o produto com Defeito. O stark informou que estaria repassando para o parceiro. No aguardo da resolução.,Qualidade,defeito
infelizmente recebi o produto danificado,Logística,recebimento
"Comprei 3 luminárias, só recebi 2. Já abrir chamado e não tive resposta.",Atendimento,comunicação
"Tive problemas sérios com a troca de local de entrega e meu produto nunca chegou, cancelei a minha compra e dificilmente volto a comprar",Logística,entrega
"Boa tarde! Recebi o produto no prazo, no entanto não recebi produto correto. Como devo proceder? Quero devolvê-lo pois não foi o que encomendei e paguei.",Pedido Errado,cor
Produto veio avariado e até o momento não entraram em contato para troca.,Atendimento,contato
"Muito ruim a qualidade, as bordas do desenho veio com aspecto de queimado, não consigo tirar a pelicula da frente do espelho pra ver se afetou o mesmo... sem adesivo pra fixar.",Qualidade,qualidade
"estou insatisfeita em relação a entrega que não foi entregue ainda,já paguei a parcela do produto e não o recebi ainda.",Logística,entrega
"Meu pedido era para ser entregue até dia 22/03/18, até a presente data (24/03) a nota fiscal não foi emitida, solicitei várias vezes não obtive retorno, não recomendo esta Loja, nem a lannister!!!!!!",Logística,status entrega
"Faltou um produto o, a guia dupla cinto segurança para dois caes",Pedido Errado,faltou
"Entrega super em atraso, preciso de um esclarecimento do ocorrido",Pedido Errado,cor
Não recebi o produto ainda. Muito atraso ! Nunca passei por isto em nenhuma loja. Muito insatisfeito com o serviço.,Logística,atraso
O cheiro do produto e muito forte! Mas pelo preço não tenho do que reclamar!,Outros,análise inconclusiva
"Pensei que os body's fossem de algodão, mas, é um tecido sintético e a impressão que imaginei ser um silk de qualidade, é uma sublimação. Enfim, tecido ruim. Não deixa a pele respirar. Não recomendo.",Qualidade,qualidade
Não recebi o produto mas no rastreamento consta que foi entregue no dia 28/03. Aguardo posicionamento quanto ao ocorrido.,Pedido Errado,cor
Produto nao chegou ainda tentei contato para saber como resolver o problema,Atendimento,contato
"O produto foi comprado em 10/10/2016, não chegou e agora recebo esta avaliação perguntando o que achei.  Muito insatisfeita!",Logística,chegada
Considerando o site stark nunca tive problema algum e recomendo ao meus amigos porém está empresa que está atendendo com a venda do produto deixou a desejar com o prazo de entrega... Será q chega?,Logística,prazo
"Ainda hoje, 25.02.18, não houve entrega do produto.  sem qualquer justificativa por parte da vendedora ou da entregadora.  Lamentável.",Atendimento,vendedor
"Comprei duas malas para viagem e só foi entregue uma mala no dia 19/03. Já mandei um email solicitando o porquê que não foi entregue também a outra mala, mais até agora nenhuma resposta.",Atendimento,comunicação
Boa noite  O produto não foi entregue e ainda nem tive explicações. Gostaria de ajuda quanto este relato.  Obrigada!,Logística,status entrega
Demorou quase 15 dias pra falar que não tinha o produto no estoque... muita falta de responsabilidade da empresa.,Atendimento,comunicação
"Comprei dois mascotes do boneco Tom , das Olimpíadas e depois de quase dois meses essa empresa "" parceira "" mandou e mail dizendo que a compra foi cancelada !Paguei à vista , com boleto. Nunca mais",Outros,comprei
"O pacote até chegou, mas quando fomos abrir para conferir e usufruir do mesmo nos deparamos com outro produto totalmente diferente sem nenhuma característica do que realmente pedimos! Oque devo fazer?",Pedido Errado,produto diferente
"A entrega foi um atraso total. Tive que comprar o produto em outra loja, e chegou antes do este. Agora quero fazer a devolução.",Atendimento,devolução
Preciso de um posicionamento se a mercadoria Será entregue ou se a compra será estornada do cartão. Aguardo urgente retorno.,Logística,status entrega
"Só recebi as máscaras, não recebi as luvas.",Logística,recebimento
Pedi 2 cortinas no meu pedido e so veio uma pq??,Pedido Errado,quantidade
"Ainda não recebi meu produto, não sei porque? Sempre comprei nas Lojas lannister e entregaram no prazo. A Loja e terceirizada, mais comprei confiando nas Lojas lannister.Espero resposta.",Atendimento,comunicação
"não chegaram todos os produtos está chegando cada dia um, em separado",Outros,análise inconclusiva
Produto não foi entregue até o momento. Atraso de dois dias sem previsão para entrega,Logística,atraso
"Comprei um kit, carrinho, bebê conforto e base para o bebê conforto, só foram entregue o bebê conforto e a base, no status do meu pedido está como si a mercadoria, ""kit, tivesse sido entregue.",Logística,status entrega
Produto não chegou e não obrive resposta de nenhuma das duas solicitações que enviei para site da lannister e nem da targaryen. Aguardado resposta.,Atendimento,comunicação
O prazo encerrou no dia 10/11/2018 e até presente data não foi entregue.,Logística,prazo
"Relógio mal acabado e frágil, qualidade muito ruim, parece de barraquinha de camelô. Não vale o preço de jeito nenhum.",Qualidade,qualidade
Não gostei pois me deram 20 dias ÚTEIS e depois desses 20 dias meu produto não chegou,Logística,chegada
Conprei para dar de Natal para a minha filha. Espero que chegue a tempo.,Outros,análise inconclusiva
Vieram somente 2 dos 3 itens que pedi,Outros,análise inconclusiva
Estou aguardando entrega da segunda cuba. Só veio uma.,Pedido Errado,quantidade
E estao demorando seculos para fazer o extorno. Nunca mais vou comprar pela stark e seus parciros.,Logística,atraso
"além de ter sido muito mal embalado sem nenhuma proteção e por isso chegou completamente danificado, a mesa é bamba e o apoio para o tampo é ruim e fica escorregando, tive que improvisar.",Pedido Errado,cor
OEQUIPAMENTO NÃO FUNCIONA. O mini cartao SD nao encaixa e o computador não reconhece quando é conectado com o cabo USB,Qualidade,funcionalidade
eu pedi o cartucho A78 e me entregaram o A85,Logística,entrega
Agora ja recebi o que faltava hoje dia 1 de junho.,Logística,recebimento
o relogio ja veio danificado e eu ja entrei em contato para a devolução do mesmo,Atendimento,contato
Péssima entrega fiz a compra no dia 13/02 e até hoje 18/03 não recebi o produto,Logística,entrega
"Comprei Escova De Dentes Curaprox Black Edition - Cerdas Pretas. Foi entregue Escova Roxa com cerdas Verdes.  Nada a ver. E a targaryen, parceira das lannister disse que não pode fazer nada. CORRAM.",Pedido Errado,cor
NUNCA MAIS COMPRO NESSA PORCARIA!,Outros,análise inconclusiva
O produto é maravilhoso mas pela quantidade não vale a pena,Outros,análise inconclusiva
não recebi as mercadorias até a presente data nem tão satisfação o porquê da demora da entrega no processo pós-venda.,Logística,atraso
"Recebi o produto quebrado e sem funcionar. Tentei contato com a empresa, mas não conseguiram localizar meu pedido.",Qualidade,avaria
"Comprei o Kit Shampo, Óleo, Balm E Pente Para Barba Usebarba. Porém, faltou o pente!!!",Pedido Errado,faltou
"Cancelei ha tempos, enviaram mesmo assim e nao estornaram os valores",Outros,análise inconclusiva
"Produto veio com defeito, a caixa do relógio solta,sem parafusos. Quero devolução!!",Qualidade,defeito
Eu só recebi um lustre e comprei dois anota veio dois e só recebi um,Logística,recebimento
porque recebi o e mail dizendo que nao iria receber o produto mas no dia sequinte ele apareceu,Logística,recebimento
O produto veio diferente do que eu pedi paguei frete é tive de ir aos Correios em uma agência muito distante de casa,Pedido Errado,cor
"Solicitei a compra das lâminas que no anúncio falam que são da marca PHILIPS, no entanto o produto é falsificado e sem contar a demora para a entrega no qual eu paguei frete e tive q buscar nos correi",Pedido Errado,cor
"Estou esperando há quase um mês, uma falta de respeito ao consumidor",Outros,esperando
"O produto enviado não chega nem perto das bordas, mesmo sendo edge e sabendo que não era abaulado. Não recomendo ninguém a comprar. Voi tentar trocar. Se não vai ser dinheiro jogado fora.",Atendimento,financeiro
